id,s_uuid_s,document_uuid_s,name_s,publicname_s,substanceType_s,owner_name_s,endpoint_s,effectendpoint_s,endpointcategory_s,guidance_s,loValue_d,unit_s,textValue_s
FCSV-b42b9514-9693-3b87-b40e-6920a55ffb8e/516,FCSV-bc77c03d-4e75-3fab-bb3d-17b983663819,FCSV-b42b9514-9693-3b87-b40e-6920a55ffb8e,G15.AC,G15.AC,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-21.78,mV,
FCSV-b42b9514-9693-3b87-b40e-6920a55ffb8e/517,FCSV-bc77c03d-4e75-3fab-bb3d-17b983663819,FCSV-b42b9514-9693-3b87-b40e-6920a55ffb8e,G15.AC,G15.AC,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-9.11,mV,
FCSV-1336b809-d516-3fd2-8d57-b77762cb2667/545,FCSV-8f5cd32a-3350-300b-91d0-87000ee5d7ee,FCSV-1336b809-d516-3fd2-8d57-b77762cb2667,G15.AHT,G15.AHT,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,15.22,mV,
FCSV-1336b809-d516-3fd2-8d57-b77762cb2667/546,FCSV-8f5cd32a-3350-300b-91d0-87000ee5d7ee,FCSV-1336b809-d516-3fd2-8d57-b77762cb2667,G15.AHT,G15.AHT,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.79,mV,
FCSV-ebbffbd5-cd8a-3fb3-9fa7-aa8f45b36cbd/574,FCSV-9cc7dd73-d27f-35a0-a3f1-81a18429b76a,FCSV-ebbffbd5-cd8a-3fb3-9fa7-aa8f45b36cbd,G15.Ala-SH,G15.Ala-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-24.08,mV,
FCSV-ebbffbd5-cd8a-3fb3-9fa7-aa8f45b36cbd/575,FCSV-9cc7dd73-d27f-35a0-a3f1-81a18429b76a,FCSV-ebbffbd5-cd8a-3fb3-9fa7-aa8f45b36cbd,G15.Ala-SH,G15.Ala-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.73,mV,
FCSV-4204bf57-51eb-3c34-8494-07cab70af296/603,FCSV-5b29295c-f2ab-3e5a-bb32-37caac38b002,FCSV-4204bf57-51eb-3c34-8494-07cab70af296,G15.Asn-SH,G15.Asn-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-20.27,mV,
FCSV-4204bf57-51eb-3c34-8494-07cab70af296/604,FCSV-5b29295c-f2ab-3e5a-bb32-37caac38b002,FCSV-4204bf57-51eb-3c34-8494-07cab70af296,G15.Asn-SH,G15.Asn-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.29,mV,
FCSV-e75b2536-884a-319d-93f8-3b9bc4c47c63/632,FCSV-f3d54c07-7dd4-3124-b5bf-341eb9eb4e82,FCSV-e75b2536-884a-319d-93f8-3b9bc4c47c63,G15.AUT,G15.AUT,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,16.35,mV,
FCSV-e75b2536-884a-319d-93f8-3b9bc4c47c63/633,FCSV-f3d54c07-7dd4-3124-b5bf-341eb9eb4e82,FCSV-e75b2536-884a-319d-93f8-3b9bc4c47c63,G15.AUT,G15.AUT,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-7.95,mV,
FCSV-5a524eff-aecf-370c-9084-74493402e97a/661,FCSV-0fe5f223-9c02-363c-a23c-70f1f36ffbec,FCSV-5a524eff-aecf-370c-9084-74493402e97a,G15.CALNN,G15.CALNN,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-21.42,mV,
FCSV-5a524eff-aecf-370c-9084-74493402e97a/662,FCSV-0fe5f223-9c02-363c-a23c-70f1f36ffbec,FCSV-5a524eff-aecf-370c-9084-74493402e97a,G15.CALNN,G15.CALNN,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.54,mV,
FCSV-9f980962-310b-31cc-b6be-d086001474b8/690,FCSV-ae94c9b5-ffeb-3b3b-8464-1dfe3dbde073,FCSV-9f980962-310b-31cc-b6be-d086001474b8,G15.CIT,G15.CIT,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-25.26,mV,
FCSV-9f980962-310b-31cc-b6be-d086001474b8/691,FCSV-ae94c9b5-ffeb-3b3b-8464-1dfe3dbde073,FCSV-9f980962-310b-31cc-b6be-d086001474b8,G15.CIT,G15.CIT,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.5,mV,
FCSV-4926079e-0b48-39a0-881a-8a844ab94e56/719,FCSV-d677545a-5079-3793-8990-4061a6b254c5,FCSV-4926079e-0b48-39a0-881a-8a844ab94e56,G15.cPEG5K-SH,G15.cPEG5K-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-12.29,mV,
FCSV-4926079e-0b48-39a0-881a-8a844ab94e56/720,FCSV-d677545a-5079-3793-8990-4061a6b254c5,FCSV-4926079e-0b48-39a0-881a-8a844ab94e56,G15.cPEG5K-SH,G15.cPEG5K-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-7.48,mV,
FCSV-2329b1e2-5625-3256-ab0a-1e28f86911c6/748,FCSV-45779e93-a25d-39cc-9294-afc0b59f3cd6,FCSV-2329b1e2-5625-3256-ab0a-1e28f86911c6,G15.cPEG5K-SH (LD),G15.cPEG5K-SH (LD),NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.33,mV,
FCSV-2329b1e2-5625-3256-ab0a-1e28f86911c6/749,FCSV-45779e93-a25d-39cc-9294-afc0b59f3cd6,FCSV-2329b1e2-5625-3256-ab0a-1e28f86911c6,G15.cPEG5K-SH (LD),G15.cPEG5K-SH (LD),NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-5.91,mV,
FCSV-9b05b1c3-b904-3ed3-9430-f14017c4209a/777,FCSV-6d5b38c4-f57f-31de-b8b4-2719792f82f2,FCSV-9b05b1c3-b904-3ed3-9430-f14017c4209a,G15.CTAB,G15.CTAB,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-5.01,mV,
FCSV-9b05b1c3-b904-3ed3-9430-f14017c4209a/778,FCSV-6d5b38c4-f57f-31de-b8b4-2719792f82f2,FCSV-9b05b1c3-b904-3ed3-9430-f14017c4209a,G15.CTAB,G15.CTAB,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-9.26,mV,
FCSV-c35aa81b-8dd4-39d2-b84b-d8c8219089e8/807,FCSV-2a853f39-424f-3a63-91f3-1300f85ebe73,FCSV-c35aa81b-8dd4-39d2-b84b-d8c8219089e8,G15.DDT@BDHDA,G15.DDT@BDHDA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,13.49,mV,
FCSV-c35aa81b-8dd4-39d2-b84b-d8c8219089e8/808,FCSV-2a853f39-424f-3a63-91f3-1300f85ebe73,FCSV-c35aa81b-8dd4-39d2-b84b-d8c8219089e8,G15.DDT@BDHDA,G15.DDT@BDHDA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-9.7,mV,
FCSV-a3ab45ec-c8c4-38a3-b305-e6d950b4796d/837,FCSV-d1731b11-29a7-3b39-bf48-000a31d9c46b,FCSV-a3ab45ec-c8c4-38a3-b305-e6d950b4796d,G15.DDT@CTAB,G15.DDT@CTAB,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,19.6,mV,
FCSV-a3ab45ec-c8c4-38a3-b305-e6d950b4796d/838,FCSV-d1731b11-29a7-3b39-bf48-000a31d9c46b,FCSV-a3ab45ec-c8c4-38a3-b305-e6d950b4796d,G15.DDT@CTAB,G15.DDT@CTAB,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.52,mV,
FCSV-f827d490-2a8a-35ec-acdf-5f491ba91ab1/867,FCSV-3b96ad7a-bf2d-360d-881a-26094f498af6,FCSV-f827d490-2a8a-35ec-acdf-5f491ba91ab1,G15.DDT@DOTAP,G15.DDT@DOTAP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,13.92,mV,
FCSV-f827d490-2a8a-35ec-acdf-5f491ba91ab1/868,FCSV-3b96ad7a-bf2d-360d-881a-26094f498af6,FCSV-f827d490-2a8a-35ec-acdf-5f491ba91ab1,G15.DDT@DOTAP,G15.DDT@DOTAP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.37,mV,
FCSV-a62b0c7f-b293-39e7-b190-881f0891e7a7/897,FCSV-fb5e6048-8ee1-351d-915b-d1669681357e,FCSV-a62b0c7f-b293-39e7-b190-881f0891e7a7,G15.DDT@ODA,G15.DDT@ODA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,25.83,mV,
FCSV-a62b0c7f-b293-39e7-b190-881f0891e7a7/898,FCSV-fb5e6048-8ee1-351d-915b-d1669681357e,FCSV-a62b0c7f-b293-39e7-b190-881f0891e7a7,G15.DDT@ODA,G15.DDT@ODA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-5.46,mV,
FCSV-ac501399-cde9-31ca-a953-64dfd0aa806b/927,FCSV-cd7105f2-f630-360e-b8dc-ff42b18bb421,FCSV-ac501399-cde9-31ca-a953-64dfd0aa806b,G15.DDT@SA,G15.DDT@SA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-29.37,mV,
FCSV-ac501399-cde9-31ca-a953-64dfd0aa806b/928,FCSV-cd7105f2-f630-360e-b8dc-ff42b18bb421,FCSV-ac501399-cde9-31ca-a953-64dfd0aa806b,G15.DDT@SA,G15.DDT@SA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.1,mV,
FCSV-496368d1-6170-3d46-b6fc-d9eb7077657f/957,FCSV-9505d90b-f90b-3c94-a6cc-e4ee4c8ec46f,FCSV-496368d1-6170-3d46-b6fc-d9eb7077657f,G15.DDT@SDS,G15.DDT@SDS,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-21.68,mV,
FCSV-496368d1-6170-3d46-b6fc-d9eb7077657f/958,FCSV-9505d90b-f90b-3c94-a6cc-e4ee4c8ec46f,FCSV-496368d1-6170-3d46-b6fc-d9eb7077657f,G15.DDT@SDS,G15.DDT@SDS,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-5.71,mV,
FCSV-7507e3d6-3bcd-37ca-9c59-5e7ac2fb900d/986,FCSV-1a71d2b3-8121-3790-a66b-774b12829bb3,FCSV-7507e3d6-3bcd-37ca-9c59-5e7ac2fb900d,G15.DTNB,G15.DTNB,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-24.32,mV,
FCSV-7507e3d6-3bcd-37ca-9c59-5e7ac2fb900d/987,FCSV-1a71d2b3-8121-3790-a66b-774b12829bb3,FCSV-7507e3d6-3bcd-37ca-9c59-5e7ac2fb900d,G15.DTNB,G15.DTNB,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-10.42,mV,
FCSV-4e5886f9-8c15-3930-a61f-12dd8755edf5/1015,FCSV-b38f2b71-aa2d-3d72-af88-166a60bedee2,FCSV-4e5886f9-8c15-3930-a61f-12dd8755edf5,G15.F127,G15.F127,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.96,mV,
FCSV-4e5886f9-8c15-3930-a61f-12dd8755edf5/1016,FCSV-b38f2b71-aa2d-3d72-af88-166a60bedee2,FCSV-4e5886f9-8c15-3930-a61f-12dd8755edf5,G15.F127,G15.F127,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.63,mV,
FCSV-f9d8b546-5a63-33a5-8bbb-8a6ccec0d47d/1044,FCSV-a3c8dce5-07ab-3ca6-91a0-84072fc24aed,FCSV-f9d8b546-5a63-33a5-8bbb-8a6ccec0d47d,G15.Gly-SH,G15.Gly-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-17.77,mV,
FCSV-f9d8b546-5a63-33a5-8bbb-8a6ccec0d47d/1045,FCSV-a3c8dce5-07ab-3ca6-91a0-84072fc24aed,FCSV-f9d8b546-5a63-33a5-8bbb-8a6ccec0d47d,G15.Gly-SH,G15.Gly-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-5.68,mV,
FCSV-171774bb-5f86-377a-bea9-1b204a3d3ed7/1073,FCSV-c4fe20ba-de05-36c2-9842-5433ce33bd72,FCSV-171774bb-5f86-377a-bea9-1b204a3d3ed7,G15.HDA,G15.HDA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,11.21,mV,
FCSV-171774bb-5f86-377a-bea9-1b204a3d3ed7/1074,FCSV-c4fe20ba-de05-36c2-9842-5433ce33bd72,FCSV-171774bb-5f86-377a-bea9-1b204a3d3ed7,G15.HDA,G15.HDA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-7.73,mV,
FCSV-608bfc0f-2ad3-3104-ad1f-79c8fe5557f8/1102,FCSV-a153cba3-a82d-3e3c-bcbd-335cc5155f44,FCSV-608bfc0f-2ad3-3104-ad1f-79c8fe5557f8,G15.LA,G15.LA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-26.48,mV,
FCSV-608bfc0f-2ad3-3104-ad1f-79c8fe5557f8/1103,FCSV-a153cba3-a82d-3e3c-bcbd-335cc5155f44,FCSV-608bfc0f-2ad3-3104-ad1f-79c8fe5557f8,G15.LA,G15.LA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.95,mV,
FCSV-4be61e91-7677-324d-a8bc-aa9139f77cc8/1131,FCSV-7c56798c-f7cd-37d3-8a67-ead57f36db31,FCSV-4be61e91-7677-324d-a8bc-aa9139f77cc8,G15.MAA,G15.MAA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-24.17,mV,
FCSV-4be61e91-7677-324d-a8bc-aa9139f77cc8/1132,FCSV-7c56798c-f7cd-37d3-8a67-ead57f36db31,FCSV-4be61e91-7677-324d-a8bc-aa9139f77cc8,G15.MAA,G15.MAA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-10.71,mV,
FCSV-ce176f78-6009-3e9e-9fb1-48a6723d56f2/1160,FCSV-4026a85b-f254-3d35-bd77-c634d38e4a22,FCSV-ce176f78-6009-3e9e-9fb1-48a6723d56f2,G15.MBA,G15.MBA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-26.65,mV,
FCSV-ce176f78-6009-3e9e-9fb1-48a6723d56f2/1161,FCSV-4026a85b-f254-3d35-bd77-c634d38e4a22,FCSV-ce176f78-6009-3e9e-9fb1-48a6723d56f2,G15.MBA,G15.MBA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.74,mV,
FCSV-416764ef-90bc-364c-a78c-68818efb86a3/1189,FCSV-93c29ebf-e80e-354c-893f-923385c72858,FCSV-416764ef-90bc-364c-a78c-68818efb86a3,G15.MES,G15.MES,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-25.55,mV,
FCSV-416764ef-90bc-364c-a78c-68818efb86a3/1190,FCSV-93c29ebf-e80e-354c-893f-923385c72858,FCSV-416764ef-90bc-364c-a78c-68818efb86a3,G15.MES,G15.MES,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-10.21,mV,
FCSV-b26eb174-9fba-360e-846a-9f06dd656982/1218,FCSV-924a51b9-97d3-31fb-b289-52688d9d0d3c,FCSV-b26eb174-9fba-360e-846a-9f06dd656982,G15.Met-SH,G15.Met-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-22.2,mV,
FCSV-b26eb174-9fba-360e-846a-9f06dd656982/1219,FCSV-924a51b9-97d3-31fb-b289-52688d9d0d3c,FCSV-b26eb174-9fba-360e-846a-9f06dd656982,G15.Met-SH,G15.Met-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-7.2,mV,
FCSV-1395ec38-a087-3aa0-b1e1-9590eb2f15d2/1247,FCSV-edc7f198-f391-328e-aa68-7d3f00b62af5,FCSV-1395ec38-a087-3aa0-b1e1-9590eb2f15d2,G15.MHA,G15.MHA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-24.38,mV,
FCSV-1395ec38-a087-3aa0-b1e1-9590eb2f15d2/1248,FCSV-edc7f198-f391-328e-aa68-7d3f00b62af5,FCSV-1395ec38-a087-3aa0-b1e1-9590eb2f15d2,G15.MHA,G15.MHA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.92,mV,
FCSV-4d652b9d-1244-3fde-bc04-d6c0c1c928f4/1276,FCSV-7087aac7-6f1d-320f-bfde-5897fe91af64,FCSV-4d652b9d-1244-3fde-bc04-d6c0c1c928f4,G15.MHDA,G15.MHDA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-25.65,mV,
FCSV-4d652b9d-1244-3fde-bc04-d6c0c1c928f4/1277,FCSV-7087aac7-6f1d-320f-bfde-5897fe91af64,FCSV-4d652b9d-1244-3fde-bc04-d6c0c1c928f4,G15.MHDA,G15.MHDA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-8.65,mV,
FCSV-b7044b47-e2b6-3404-bc23-099c9fc31031/1305,FCSV-0588dd9b-6227-307f-9e6a-6b07d4717e8c,FCSV-b7044b47-e2b6-3404-bc23-099c9fc31031,G15.MPA,G15.MPA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-27.52,mV,
FCSV-b7044b47-e2b6-3404-bc23-099c9fc31031/1306,FCSV-0588dd9b-6227-307f-9e6a-6b07d4717e8c,FCSV-b7044b47-e2b6-3404-bc23-099c9fc31031,G15.MPA,G15.MPA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-10.96,mV,
FCSV-d127072e-740f-3751-865a-5bc3c85663ca/1334,FCSV-74492618-7ff6-39c9-b396-8d7465109083,FCSV-d127072e-740f-3751-865a-5bc3c85663ca,G15.mPEG1K-SH,G15.mPEG1K-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-7.56,mV,
FCSV-d127072e-740f-3751-865a-5bc3c85663ca/1335,FCSV-74492618-7ff6-39c9-b396-8d7465109083,FCSV-d127072e-740f-3751-865a-5bc3c85663ca,G15.mPEG1K-SH,G15.mPEG1K-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-6.63,mV,
FCSV-75c73aaf-bc0e-35b7-bd73-37677f9599ef/1363,FCSV-ff7d2c8c-3d2f-316a-b890-6f9e7d88df4c,FCSV-75c73aaf-bc0e-35b7-bd73-37677f9599ef,G15.mPEG20K-SH (LD),G15.mPEG20K-SH (LD),NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-2.47,mV,
FCSV-75c73aaf-bc0e-35b7-bd73-37677f9599ef/1364,FCSV-ff7d2c8c-3d2f-316a-b890-6f9e7d88df4c,FCSV-75c73aaf-bc0e-35b7-bd73-37677f9599ef,G15.mPEG20K-SH (LD),G15.mPEG20K-SH (LD),NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,ZETA POTENTIAL,ZETA_POTENTIAL_SECTION,DOI: 10.1021/NN406018Q,-5.99,mV,
