id,s_uuid_s,document_uuid_s,name_s,publicname_s,substanceType_s,owner_name_s,endpoint_s,effectendpoint_s,endpointcategory_s,guidance_s,loValue_d,unit_s,textValue_s
FCSV-96f2e687-cfda-3ad9-a825-ce963f793662/1967,FCSV-43f0ea59-aa2f-31d8-8d87-19c95ec9be18,FCSV-96f2e687-cfda-3ad9-a825-ce963f793662,G15.Phe,G15.Phe,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,MOL/NP,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,0.0,,
FCSV-96f2e687-cfda-3ad9-a825-ce963f793662/1968,FCSV-43f0ea59-aa2f-31d8-8d87-19c95ec9be18,FCSV-96f2e687-cfda-3ad9-a825-ce963f793662,G15.Phe,G15.Phe,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,SA/NP,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,0.0,cm^2/NP,
FCSV-d8c65092-3340-3cdf-9dff-446f337f811b/1969,FCSV-43f0ea59-aa2f-31d8-8d87-19c95ec9be18,FCSV-d8c65092-3340-3cdf-9dff-446f337f811b,G15.Phe,G15.Phe,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,Z-AVERAGE HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,20.05,nm,
FCSV-d8c65092-3340-3cdf-9dff-446f337f811b/1970,FCSV-43f0ea59-aa2f-31d8-8d87-19c95ec9be18,FCSV-d8c65092-3340-3cdf-9dff-446f337f811b,G15.Phe,G15.Phe,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,Z-AVERAGE HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,58.53,nm,
FCSV-d8c65092-3340-3cdf-9dff-446f337f811b/1971,FCSV-43f0ea59-aa2f-31d8-8d87-19c95ec9be18,FCSV-d8c65092-3340-3cdf-9dff-446f337f811b,G15.Phe,G15.Phe,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,VOLUME MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,4.34,nm,
FCSV-d8c65092-3340-3cdf-9dff-446f337f811b/1972,FCSV-43f0ea59-aa2f-31d8-8d87-19c95ec9be18,FCSV-d8c65092-3340-3cdf-9dff-446f337f811b,G15.Phe,G15.Phe,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,VOLUME MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,123.73,nm,
FCSV-d8c65092-3340-3cdf-9dff-446f337f811b/1973,FCSV-43f0ea59-aa2f-31d8-8d87-19c95ec9be18,FCSV-d8c65092-3340-3cdf-9dff-446f337f811b,G15.Phe,G15.Phe,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,NUMBER MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,31.64,nm,
FCSV-d8c65092-3340-3cdf-9dff-446f337f811b/1974,FCSV-43f0ea59-aa2f-31d8-8d87-19c95ec9be18,FCSV-d8c65092-3340-3cdf-9dff-446f337f811b,G15.Phe,G15.Phe,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,NUMBER MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,38.72,nm,
FCSV-d8c65092-3340-3cdf-9dff-446f337f811b/1975,FCSV-43f0ea59-aa2f-31d8-8d87-19c95ec9be18,FCSV-d8c65092-3340-3cdf-9dff-446f337f811b,G15.Phe,G15.Phe,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,INTENSITY MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,31.64,nm,
FCSV-d8c65092-3340-3cdf-9dff-446f337f811b/1976,FCSV-43f0ea59-aa2f-31d8-8d87-19c95ec9be18,FCSV-d8c65092-3340-3cdf-9dff-446f337f811b,G15.Phe,G15.Phe,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,INTENSITY MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,114.95,nm,
FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb/1998,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,Z-AVERAGE HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,22.74,nm,
FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb/1999,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,Z-AVERAGE HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,41.93,nm,
FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb/2000,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,VOLUME MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,32.56,nm,
FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb/2001,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,VOLUME MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,114.85,nm,
FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb/2002,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,NUMBER MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,40.11,nm,
FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb/2003,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,NUMBER MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,37.84,nm,
FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb/2004,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,INTENSITY MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,40.11,nm,
FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb/2005,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-d1fedfa2-4e8f-3674-8ae5-55028250eeeb,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,INTENSITY MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,64.81,nm,
FCSV-d4e6efa1-d2ef-3197-9575-a29b10c88269/1994,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-d4e6efa1-d2ef-3197-9575-a29b10c88269,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,DENSITY,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,19.1,g/cm^3,
FCSV-d4e6efa1-d2ef-3197-9575-a29b10c88269/1995,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-d4e6efa1-d2ef-3197-9575-a29b10c88269,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,MW,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,197.0,g/mol,
FCSV-d4e6efa1-d2ef-3197-9575-a29b10c88269/1996,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-d4e6efa1-d2ef-3197-9575-a29b10c88269,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,MOL/NP,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,0.0,,
FCSV-d4e6efa1-d2ef-3197-9575-a29b10c88269/1997,FCSV-9964d099-d8aa-3a89-863c-d69fc921bee2,FCSV-d4e6efa1-d2ef-3197-9575-a29b10c88269,G15.Phe-SH,G15.Phe-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,SA/NP,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,0.0,cm^2/NP,
FCSV-85b28cdb-29a2-3303-92ea-672e79965978/2027,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-85b28cdb-29a2-3303-92ea-672e79965978,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,Z-AVERAGE HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,56.54,nm,
FCSV-85b28cdb-29a2-3303-92ea-672e79965978/2028,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-85b28cdb-29a2-3303-92ea-672e79965978,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,Z-AVERAGE HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,72.3,nm,
FCSV-85b28cdb-29a2-3303-92ea-672e79965978/2029,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-85b28cdb-29a2-3303-92ea-672e79965978,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,VOLUME MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,38.81,nm,
FCSV-85b28cdb-29a2-3303-92ea-672e79965978/2030,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-85b28cdb-29a2-3303-92ea-672e79965978,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,VOLUME MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,52.9,nm,
FCSV-85b28cdb-29a2-3303-92ea-672e79965978/2031,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-85b28cdb-29a2-3303-92ea-672e79965978,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,NUMBER MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,61.14,nm,
FCSV-85b28cdb-29a2-3303-92ea-672e79965978/2032,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-85b28cdb-29a2-3303-92ea-672e79965978,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,NUMBER MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,46.12,nm,
FCSV-85b28cdb-29a2-3303-92ea-672e79965978/2033,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-85b28cdb-29a2-3303-92ea-672e79965978,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,INTENSITY MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,61.14,nm,
FCSV-85b28cdb-29a2-3303-92ea-672e79965978/2034,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-85b28cdb-29a2-3303-92ea-672e79965978,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,INTENSITY MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,83.14,nm,
FCSV-e163d83f-1d6e-3b22-95b1-15f94c23f4aa/2023,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-e163d83f-1d6e-3b22-95b1-15f94c23f4aa,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,DENSITY,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,19.1,g/cm^3,
FCSV-e163d83f-1d6e-3b22-95b1-15f94c23f4aa/2024,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-e163d83f-1d6e-3b22-95b1-15f94c23f4aa,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,MW,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,197.0,g/mol,
FCSV-e163d83f-1d6e-3b22-95b1-15f94c23f4aa/2025,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-e163d83f-1d6e-3b22-95b1-15f94c23f4aa,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,MOL/NP,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,0.0,,
FCSV-e163d83f-1d6e-3b22-95b1-15f94c23f4aa/2026,FCSV-2de5071e-596b-3507-84fc-f9ba470cbcbf,FCSV-e163d83f-1d6e-3b22-95b1-15f94c23f4aa,G15.PLL-SH,G15.PLL-SH,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,SA/NP,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,0.0,cm^2/NP,
FCSV-87bfbff9-cda6-388c-a927-0d1af0d3a6c4/2052,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-87bfbff9-cda6-388c-a927-0d1af0d3a6c4,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,DENSITY,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,19.1,g/cm^3,
FCSV-87bfbff9-cda6-388c-a927-0d1af0d3a6c4/2053,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-87bfbff9-cda6-388c-a927-0d1af0d3a6c4,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,MW,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,197.0,g/mol,
FCSV-87bfbff9-cda6-388c-a927-0d1af0d3a6c4/2054,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-87bfbff9-cda6-388c-a927-0d1af0d3a6c4,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,MOL/NP,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,0.0,,
FCSV-87bfbff9-cda6-388c-a927-0d1af0d3a6c4/2055,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-87bfbff9-cda6-388c-a927-0d1af0d3a6c4,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,SA/NP,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,0.0,cm^2/NP,
FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c/2056,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,Z-AVERAGE HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,36.7,nm,
FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c/2057,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,Z-AVERAGE HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,53.12,nm,
FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c/2058,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,VOLUME MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,34.45,nm,
FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c/2059,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,VOLUME MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,43.83,nm,
FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c/2060,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,NUMBER MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,40.24,nm,
FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c/2061,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,NUMBER MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,39.24,nm,
FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c/2062,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,INTENSITY MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,40.24,nm,
FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c/2063,FCSV-aab0ef77-8a71-36d7-9185-d2f76b9e3567,FCSV-fe64d3f4-a889-3a69-b9f7-d8150979973c,G15.PVA,G15.PVA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,INTENSITY MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,58.53,nm,
FCSV-100207f0-3500-395a-82e5-87bdac87e63c/2085,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-100207f0-3500-395a-82e5-87bdac87e63c,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,Z-AVERAGE HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,36.85,nm,
FCSV-100207f0-3500-395a-82e5-87bdac87e63c/2086,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-100207f0-3500-395a-82e5-87bdac87e63c,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,Z-AVERAGE HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,52.96,nm,
FCSV-100207f0-3500-395a-82e5-87bdac87e63c/2087,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-100207f0-3500-395a-82e5-87bdac87e63c,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,VOLUME MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,220.5,nm,
FCSV-100207f0-3500-395a-82e5-87bdac87e63c/2088,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-100207f0-3500-395a-82e5-87bdac87e63c,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,VOLUME MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,153.0,nm,
FCSV-100207f0-3500-395a-82e5-87bdac87e63c/2089,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-100207f0-3500-395a-82e5-87bdac87e63c,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,NUMBER MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,106.06,nm,
FCSV-100207f0-3500-395a-82e5-87bdac87e63c/2090,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-100207f0-3500-395a-82e5-87bdac87e63c,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,NUMBER MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,33.38,nm,
FCSV-100207f0-3500-395a-82e5-87bdac87e63c/2091,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-100207f0-3500-395a-82e5-87bdac87e63c,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,INTENSITY MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,106.06,nm,
FCSV-100207f0-3500-395a-82e5-87bdac87e63c/2092,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-100207f0-3500-395a-82e5-87bdac87e63c,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,DLS,INTENSITY MEAN HYDRODYNAMIC DIAMETER,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,86.22,nm,
FCSV-116a8aac-4a3b-3a4d-bb75-7fbc7c557fdc/2081,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-116a8aac-4a3b-3a4d-bb75-7fbc7c557fdc,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,DENSITY,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,19.1,g/cm^3,
FCSV-116a8aac-4a3b-3a4d-bb75-7fbc7c557fdc/2082,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-116a8aac-4a3b-3a4d-bb75-7fbc7c557fdc,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,MW,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,197.0,g/mol,
FCSV-116a8aac-4a3b-3a4d-bb75-7fbc7c557fdc/2083,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-116a8aac-4a3b-3a4d-bb75-7fbc7c557fdc,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,MOL/NP,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,0.0,,
FCSV-116a8aac-4a3b-3a4d-bb75-7fbc7c557fdc/2084,FCSV-9b1b9ad6-e41d-3ddd-8bea-561af1fc27aa,FCSV-116a8aac-4a3b-3a4d-bb75-7fbc7c557fdc,G15.PVP,G15.PVP,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,SA/NP,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,0.0,cm^2/NP,
FCSV-0cbcf19b-4f45-337c-af43-21b44bd8a622/2110,FCSV-4c523ea9-f3e8-32f4-9152-f73400aedb67,FCSV-0cbcf19b-4f45-337c-af43-21b44bd8a622,G15.SA,G15.SA,NPO_401,Protein Corona Fingerprinting Predicts the Cellular Interaction of Gold and Silver Nanoparticles.csv,TEM,DENSITY,PC_GRANULOMETRY_SECTION,DOI: 10.1021/NN406018Q,19.1,g/cm^3,
