loQualifier_s,Concentration_UNIT_s,MATERIAL_STATE_s,NATURAL_ORGANIC_MATTER_(NOM)_d,Time_UNIT_s,K+_d,guidance_synonym_ss,SEX_s,reference_year_s,E.exposure_route_s,InChI_s,owner_name_s,reference_owner_s,Doses/concentrations_d,id,_CONDITION_concentration_UNIT_s,MG2+_d,Concentration_d,nmcode_s,NPO_1969 OBI_0000272_s,ENDPOINT_s,upValue_d,effectendpoint_type_s,PubChem SID_s,Dispersion agent_s,Concentration in culture medium_d,effectid_hs,Dispersion protocol_s,Sigma Aldrich_s,data_gathering_instruments_s,CLO_0000031 EFO_0004443_s,OBI_0001911 BAO_0000114_s,TradeName_s,SUMMARY.RESULTS_hss,E.EXPOSURE_TIME_d,errQualifier_s,CA2+_UNIT_s,topcategory_s,ENVIRONMENT_s,CA2+_d,updated_s,endpoint_s,NPO_1961_s,INTENSITY_UNIT_s,substance_annotation_ss,Doses/concentrations_UNIT_s,effectendpoint_s,E.METHOD_s,Alternative Identifier_s,pH_UPQUALIFIER_s,STUDY_ID_s,NATURAL_ORGANIC_MATTER_(NOM)_UNIT_s,STANDARD_TEST_PROTOCOL_s,Concentration in culture medium_UNIT_s,concentration_d,substanceType_hs,SUMMARY.SIZE_hss,_CONDITION_exposure_time_UNIT_s,JRC ID_s,SUMMARY.REFOWNERS_hss,type_s,EINECS_s,concentration_s,publicname_hs,Time point_UNIT_s,concentration_UNIT_s,SUMMARY.REFS_hss,InChIKey_s,s_uuid_hs,Cell culture conditions - Serum concentration in treatment medium_s,DATA_GATHERING_INSTRUMENTS_s,assay_uuid_s,upQualifier_s,Quantification_s,endpointcategory_s,TAXONOMIC_CLASS_s,_CONDITION_Dose_d,Supplier_s,reference_s,E.exposure_time_UNIT_s,INTENSITY_MICROMOLE_UNIT_s,FPG Content_d,Incubation Time_d,investigation_uuid_s,name_s,CASRN_s,Method type_s,textValue_s,Cell line_s,NA2+_UNIT_s,Sample preparation_s,pH_d,INTENSITY_d,component_s,interpretation_result_s,INTENSITY_MICROMOLE_d,TROPHIC_LEVEL_s,__input_file_s,_CONDITION_concentration_d,loValue_d,nmcode_hs,COD_s,Cell culture conditions - Serum_s,E.ANIMAL_MODEL_s,name_hs,unit_s,"Exposure duration,h_s",K+_UNIT_s,_CONDITION_exposure_time_d,Tissue_s,gender_s,NPO_1952_s,type_of_method_s,Cell culture. Serum_d,Data analysis_s,CHMO:0002774_s,E.SOP_REFERENCE_s,MG2+_UNIT_s,Replicate_s,TAXONOMIC_GROUP_s,pH_UPVALUE_d,E.EXPOSURE_TIME_UNIT_s,Classification_s,guidance_s,document_uuid_s,Dose_UNIT_s,CLO_0000031_s,pH_LOQUALIFIER_s,E.method_s,LIFE_STAGE_s,publicname_s,studyResultType_s,Dose_d,ChEMBL_s,PubChem CID_s,SMILES_s,T.instrument_s,Time_d,Serum_d,E.cell_type_s,E.exposure_time_s,err_d,substance_annotation_hss,content_hss,Cell culture. Serum_UNIT_s,HAR material_s,NA2+_d,E.animal_model_s,MEDIUM_s,Solvent_d,E.exposure_time_d,s_uuid_s,effectendpoint_synonym_ss,pH_LOVALUE_d,substanceType_s,Cell_s,Time point_d,LIGHT_CONDITION_s,Cell line/Type - Full name_s,Incubation time_d,Type of method_s,_version_,_CONDITION_Dose_UNIT_s,pH_s,dbtag_hss,ChemicalName_s,JRC Representative Manufactured Nanomaterials_s,TYPE_d,owner_name_hs
"",,,,,,,,,,,,,,FCSV-fdd959ad-00df-3a0a-b755-afa14c7c011e/1309/cn,,,,,,,,,,,,FCSV-fdd959ad-00df-3a0a-b755-afa14c7c011e/1309,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_UNKNOWN_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-fdd959ad-00df-3a0a-b755-afa14c7c011e,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574665129984,,,,,,,
"",,,,,,,,,,,,,,FCSV-4261bc2e-c053-3952-973c-ac8ad4d6dc5d/1317/cn,,,,,,,,,,,,FCSV-4261bc2e-c053-3952-973c-ac8ad4d6dc5d/1317,,,,,,,,,,,TOX,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,UNKNOWN_TOXICITY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-4261bc2e-c053-3952-973c-ac8ad4d6dc5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A549,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-4261bc2e-c053-3952-973c-ac8ad4d6dc5d/1318/cn,,,,,,,,,,,,FCSV-4261bc2e-c053-3952-973c-ac8ad4d6dc5d/1318,,,,,,,,,,,TOX,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,UNKNOWN_TOXICITY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-4261bc2e-c053-3952-973c-ac8ad4d6dc5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A549,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-678982e8-7aca-3edc-8406-4a83e0ea0615/1332/cn,,,,,,,,,,,,FCSV-678982e8-7aca-3edc-8406-4a83e0ea0615/1332,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,CRYSTALLITE_AND_GRAIN_SIZE_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-678982e8-7aca-3edc-8406-4a83e0ea0615,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-678982e8-7aca-3edc-8406-4a83e0ea0615/1333/cn,,,,,,,,,,,,FCSV-678982e8-7aca-3edc-8406-4a83e0ea0615/1333,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,CRYSTALLITE_AND_GRAIN_SIZE_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-678982e8-7aca-3edc-8406-4a83e0ea0615,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-8693636f-f6ee-3e38-9ab5-7bbc229c3400/1316/cn,,,,,,,,,,,,FCSV-8693636f-f6ee-3e38-9ab5-7bbc229c3400/1316,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,SURFACE_CHEMISTRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCSV-8693636f-f6ee-3e38-9ab5-7bbc229c3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798048574671421440,,,,,,0.0,
"",,,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1324/cn,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1324,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1325/cn,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1325,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1326/cn,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1326,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1327/cn,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1327,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1328/cn,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1328,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1329/cn,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1329,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1330/cn,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1330,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1331/cn,,,,,,,,,,,,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2/1331,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-a5014279-0892-31fc-b1b3-00aeb4591ea2,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-be057030-4bde-39ab-af19-f9103812e707/1315/cn,,,,,,,,,,,,FCSV-be057030-4bde-39ab-af19-f9103812e707/1315,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,SURFACE_CHEMISTRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,FCSV-be057030-4bde-39ab-af19-f9103812e707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798048574671421440,,,,,,0.0,
"",,,,,,,,,,,,,,FCSV-c78490e8-81b3-3981-b187-acb5639e4b9e/1336/cn,,,,,,,,,,,,FCSV-c78490e8-81b3-3981-b187-acb5639e4b9e/1336,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_UNKNOWN_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-c78490e8-81b3-3981-b187-acb5639e4b9e,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-c78490e8-81b3-3981-b187-acb5639e4b9e/1337/cn,,,,,,,,,,,,FCSV-c78490e8-81b3-3981-b187-acb5639e4b9e/1337,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_UNKNOWN_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-c78490e8-81b3-3981-b187-acb5639e4b9e,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-c78490e8-81b3-3981-b187-acb5639e4b9e/1338/cn,,,,,,,,,,,,FCSV-c78490e8-81b3-3981-b187-acb5639e4b9e/1338,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_UNKNOWN_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-c78490e8-81b3-3981-b187-acb5639e4b9e,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-d127072e-740f-3751-865a-5bc3c85663ca/1334/cn,,,,,,,,,,,,FCSV-d127072e-740f-3751-865a-5bc3c85663ca/1334,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,ZETA_POTENTIAL_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-d127072e-740f-3751-865a-5bc3c85663ca,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-d127072e-740f-3751-865a-5bc3c85663ca/1335/cn,,,,,,,,,,,,FCSV-d127072e-740f-3751-865a-5bc3c85663ca/1335,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,ZETA_POTENTIAL_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-d127072e-740f-3751-865a-5bc3c85663ca,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-d1be8b96-c11e-355a-ab8a-c84aa4ee38ae/1340/cn,,,,,,,,,,,,FCSV-d1be8b96-c11e-355a-ab8a-c84aa4ee38ae/1340,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_UNKNOWN_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-d1be8b96-c11e-355a-ab8a-c84aa4ee38ae,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-d1be8b96-c11e-355a-ab8a-c84aa4ee38ae/1341/cn,,,,,,,,,,,,FCSV-d1be8b96-c11e-355a-ab8a-c84aa4ee38ae/1341,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_UNKNOWN_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-d1be8b96-c11e-355a-ab8a-c84aa4ee38ae,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-d1be8b96-c11e-355a-ab8a-c84aa4ee38ae/1342/cn,,,,,,,,,,,,FCSV-d1be8b96-c11e-355a-ab8a-c84aa4ee38ae/1342,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_UNKNOWN_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-d1be8b96-c11e-355a-ab8a-c84aa4ee38ae,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-d8b05422-362d-30bc-aa07-c48fcb3b23e4/1339/cn,,,,,,,,,,,,FCSV-d8b05422-362d-30bc-aa07-c48fcb3b23e4/1339,,,,,,,,,,,TOX,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,UNKNOWN_TOXICITY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-d8b05422-362d-30bc-aa07-c48fcb3b23e4,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574671421440,,,,,,,
"",,,,,,,,,,,,,,FCSV-00b9b03e-4111-321f-9d81-b9125909ae66/1369/cn,,,,,,,,,,,,FCSV-00b9b03e-4111-321f-9d81-b9125909ae66/1369,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_UNKNOWN_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-00b9b03e-4111-321f-9d81-b9125909ae66,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574677712896,,,,,,,
"",,,,,,,,,,,,,,FCSV-00b9b03e-4111-321f-9d81-b9125909ae66/1370/cn,,,,,,,,,,,,FCSV-00b9b03e-4111-321f-9d81-b9125909ae66/1370,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_UNKNOWN_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-00b9b03e-4111-321f-9d81-b9125909ae66,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574677712896,,,,,,,
"",,,,,,,,,,,,,,FCSV-00b9b03e-4111-321f-9d81-b9125909ae66/1371/cn,,,,,,,,,,,,FCSV-00b9b03e-4111-321f-9d81-b9125909ae66/1371,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_UNKNOWN_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-00b9b03e-4111-321f-9d81-b9125909ae66,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574677712896,,,,,,,
"",,,,,,,,,,,,,,FCSV-196f2ee1-b3fe-3697-8af4-2e7c1c06cf4a/1346/cn,,,,,,,,,,,,FCSV-196f2ee1-b3fe-3697-8af4-2e7c1c06cf4a/1346,,,,,,,,,,,TOX,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,UNKNOWN_TOXICITY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-196f2ee1-b3fe-3697-8af4-2e7c1c06cf4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A549,,,,,,1798048574677712896,,,,,,,
"",,,,,,,,,,,,,,FCSV-196f2ee1-b3fe-3697-8af4-2e7c1c06cf4a/1347/cn,,,,,,,,,,,,FCSV-196f2ee1-b3fe-3697-8af4-2e7c1c06cf4a/1347,,,,,,,,,,,TOX,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,UNKNOWN_TOXICITY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-196f2ee1-b3fe-3697-8af4-2e7c1c06cf4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A549,,,,,,1798048574677712896,,,,,,,
"",,,,,,,,,,,,,,FCSV-235fc139-1b6f-3ae3-8a85-660a408decdf/1344/cn,,,,,,,,,,,,FCSV-235fc139-1b6f-3ae3-8a85-660a408decdf/1344,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,SURFACE_CHEMISTRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DESCRIPTION,FCSV-235fc139-1b6f-3ae3-8a85-660a408decdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798048574677712896,,,,,,0.0,
"",,,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1353/cn,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1353,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574677712896,,,,,,,
"",,,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1354/cn,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1354,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574677712896,,,,,,,
"",,,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1355/cn,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1355,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574677712896,,,,,,,
"",,,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1356/cn,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1356,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574677712896,,,,,,,
"",,,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1357/cn,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1357,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574677712896,,,,,,,
"",,,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1358/cn,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1358,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53,,,,,,,,,,,,,,,,,,,,,,,,Human serum (Sigma #H4522),,,,,,,,,,,,,1798048574677712896,,,,,,,
"",,,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1359/cn,,,,,,,,,,,,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53/1359,,,,,,,,,,,P-CHEM,,,,,,,,,,,,,,,,,,,,,,,conditions,,,,,,,,,,,,,,PC_GRANULOMETRY_SECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1021/NN406018Q,FCSV-39cf9cd1-21b3-3a60-a8ac-59d53f68ae53,,,,,,,,,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,1798048574677712896,,,,,,,
