id,s_uuid_s,document_uuid_s,name_s,publicname_s,substanceType_s,owner_name_s,endpoint_s,effectendpoint_s,guidance_s,reference_s,loValue_d,unit_s
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9132,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,94.88163787587972,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9133,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,97.98464491362763,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9134,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,96.1094354568443,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9135,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,77.36952746549676,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9136,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,99.99999999999999,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9137,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,103.73932498431148,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9138,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,102.57428173856103,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9139,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,102.4733295135194,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9140,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,102.82666230116504,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9141,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,102.4733295135194,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9142,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.1077733213282,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9143,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,91.66598455703802,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9144,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.00000000000001,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9145,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.37111111111113,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9146,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,102.32444444444445,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9147,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.42444444444445,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9148,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,96.86777777777777,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9149,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,79.29777777777777,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9150,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,83.23666666666666,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9151,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,78.42999999999999,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9152,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.0,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9153,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,93.00719591457752,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9154,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,86.81377669452182,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9155,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,73.75957520891366,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9156,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,67.00470055710306,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9157,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,68.43517873723307,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9158,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,66.77982822655525,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9159,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,52.62157613741876,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9160,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.00000000000001,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9161,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.65175181488766,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9162,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,97.47956319024476,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9163,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,85.02331218540918,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9164,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,74.67319655202267,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9165,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,71.70877700688854,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9166,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,72.67836604459616,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9167,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,61.10513362767287,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9168,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,99.99999999999999,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9169,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,118.08349978077653,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9170,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,121.02596580113996,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9171,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,139.28971598382617,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9172,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,53.38822039265353,%
XLSX-0768a016-0b68-4992-a896-ce2a9dadca36/9173,XLSX-b4e4a8e9-6d27-3218-a243-7aa30560adb1,XLSX-0768a016-0b68-4992-a896-ce2a9dadca36,NM-110 (ZnO),Zinc Oxide,NPO_1542,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,53.16168948214543,%
