id,s_uuid_s,document_uuid_s,name_s,publicname_s,substanceType_s,owner_name_s,endpoint_s,effectendpoint_s,guidance_s,reference_s,loValue_d,unit_s
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9032,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.0,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9033,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,94.29368973100998,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9034,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,95.3950262222974,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9035,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,93.31246827947894,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9036,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,94.56775503298934,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9037,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,102.2568093385214,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9038,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,96.15801048891895,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9039,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,102.30079512772797,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9040,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.0,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9041,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,98.55137816357589,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9042,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,98.34141254720704,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9043,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,98.81630122315539,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9044,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,97.53959754241586,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9045,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.04227495631588,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9046,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,98.5076940420495,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9047,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,94.20410348909307,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9048,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.0,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9049,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,91.54638159515247,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9050,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,94.8174786935317,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9051,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,93.68934430267501,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9052,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,95.60569486181585,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9053,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,98.02124899420332,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9054,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,95.36923001133061,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9055,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.47785605202226,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9056,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.0,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9057,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.02947346521263,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9058,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,97.71493957939632,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9059,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,94.15211775516218,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9060,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,94.33069227968585,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9061,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,94.2925501482342,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9062,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,82.22403301028105,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9063,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,83.23133202725428,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9064,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.0,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9065,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,90.8425096909197,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9066,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,86.56649857637817,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9067,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,82.57864224211863,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9068,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,84.67291002023946,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9069,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,89.68989056979177,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9070,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,91.09292991664094,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9071,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,92.47195636513327,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9072,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,100.0,%
XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1/9073,XLSX-7011cea0-1011-3f8b-9e8a-b3289fed836a,XLSX-8780e971-9a1e-4c96-b7dd-df6906f459c1,NM-103 (TiO2),Titanium Dioxide,NPO_1486,FP7 MARINA,"CELL VIABILITY - CELL MEMBRANE DAMAGE: LACTATE DEHYDROGENASE ASSAY (LDH)  (CYTOTOX 96® NON-RADIOACTIVE CYTOTOXICITY ASSAY - PROMEGA, G1780) ",% CELL VIABILITY,CYTOTOXICITY USING HUMAN MONOCYTE-DERIVED MACROPHAGES (HMDM),http://dx.doi.org/10.1371/journal.pone.0127174,102.67930750206101,%
